NAME	O	A	C	P	R	T	ST	WK	S	GS
cai-ps1-01	16,6666666666667	8,33333333333333	11,1111111111111	16,6666666666667	0	0	0	13,8888888888889	2,77777777777778	30,5555555555556
cai-ps1-02	11,1111111111111	11,1111111111111	5,55555555555556	16,6666666666667	0	5,55555555555556	0	11,1111111111111	5,55555555555556	33,3333333333333
cai-ps1-03	5,55555555555556	11,1111111111111	8,33333333333333	8,33333333333333	2,77777777777778	5,55555555555556	0	16,6666666666667	0	41,6666666666667
cai-ps1-04	16,6666666666667	8,33333333333333	13,8888888888889	16,6666666666667	2,77777777777778	13,8888888888889	0	11,1111111111111	8,33333333333333	8,33333333333333
cai-ps1-05	16,6666666666667	8,33333333333333	5,55555555555556	11,1111111111111	0	0	2,77777777777778	13,8888888888889	0	41,6666666666667
cai-ps1-06	8,33333333333333	13,8888888888889	13,8888888888889	0	0	8,33333333333333	0	30,5555555555556	2,77777777777778	22,2222222222222
